,description,id,created_on,status,project,author,subject,cliente
128,Mensagem de erro ao emitir a nota de serviço,7932,14/10/2020,Fechada,Suporte Técnico,Elaine,Erro na emissão da NFs,DEMABI
129,O sistema não estava calculando corretamente o valor dos icms sobre ipi,9184,28/1/2021,Fechada,Suporte Técnico,Elaine,Auxilio nota devolução,IMPLANEWS - BETHA IMPLANTES
130,Nota com mensagem de erro de calculo,9183,28/1/2021,Fechada,Suporte Técnico,Elaine,Auxilio com emissão da nota,IMPLANEWS - BETHA IMPLANTES
131,Alteração em todos os layout do sistema ,9182,28/1/2021,Fechada,Suporte Técnico,Ana,Alteração nos Layouts,SPACE MEDICAL DISTRIBUIDORA LTDA
132,"Cliente esta com uma duvida se tem algum relatório de estoque consignado, para entender melhor esta o audio em anexo",7123,30/6/2020,Fechada,Suporte Técnico,Ana,Duvida relatorio,MEDICA BRASIL
133,"Ajuste no caminho do sistema , e auxilio na emissão de nota",9185,28/1/2021,Fechada,Suporte Técnico,Ana,Ajuste do caminho do sistema,OPT FOTO OPTICA LTDA ME   (OPTICALL)
134,"Pode me ajudar com uma NF?, estou tentando fazer uma devolucao mas esta dando erro",7934,14/10/2020,Fechada,Suporte Técnico,Ana,Erro nota de devolução,TOP SURGICAL
135,Ontem enviei algumas notas em contingencia como posso autorizar ela ,7127,1/7/2020,Fechada,Suporte Técnico,Ana,Nota em Contingencia,COPAVES - FRANGOS CANCAO
136,Cliente precisava de informar o valor de ipi na danfe,9179,28/1/2021,Fechada,Suporte Técnico,Elaine,Ajuste na danfe para emissão de nota de devolução,IMPLANEWS - BETHA IMPLANTES
137,Duvida para o cadastro de um novo serviço,9188,29/1/2021,Fechada,Suporte Técnico,Ana,Duvida cadastro de Serviço,OSMAR MOTORES
138,Cliente relatou que o sistema não estava atualizando a o fornecedor ao darmos entrada por XML,9187,28/1/2021,Fechada,Suporte Técnico,Elaine,Entrada XML - Fornecedor,RG LOCAÇÃO DE EMPILHADEIRAS LTDA
139,Cliente não conseguia visualizar o certificado após substituição,8623,3/12/2020,Fechada,Suporte Técnico,Elaine,Cliente não visualiza mais certificado,SANDIPEL COM.DE SUP.MAQ.E ASS.TECNICA LTDA
140,Mensagem de erro: CST nao corresponde ao tipo de codigo de beneficio fiscal. [nItem:1] ao emitir a nota,8620,3/12/2020,Fechada,Suporte Técnico,Elaine,Mensagem de erro na emissão da nota,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
141,"Relato do cliente:
""Boa tarde,
Vi no portal NFe que vai mudar a tabela do NCM amanhã.
O nosso sistema já estará preparado para esta alteração ?
Aguardo retorno""

Cliente está solicitando a nova tabela de NCM que entrará amanhã 30/06/2020

",7125,30/6/2020,Fechada,Suporte Técnico,Enghel,Solicitação de nova tabela NCM,DEMABI
142,estou enviando uma nfe e deu duplicidade,7128,1/7/2020,Fechada,Suporte Técnico,Ana,Duplicidade de NFE,DDN CONFECCOES
143,"Cliente entrou em contato relatando que desejava fazer o processo de controle das contas bancárias pelo sistema, então foi repassado a ele as informações sobre como realizar o processo de gestão do conta corrente. Também será analisado com cliente a possibilidade de marcar um treinamento in-loco caso ele achar necessário depois do processo realizado remotamente.",7936,14/10/2020,Fechada,Suporte Técnico,Cleverson,Dúvida sobre controles do Conta Corrente,FLORICULTURA JV
144,Liberação de Acesso,7933,14/10/2020,Fechada,Suporte Técnico,Ana,Liberação de Acesso,J N COMERCIO DE ANTENAS LTDA.
145,auxilio para emissao de nota fiscal,7129,1/7/2020,Fechada,Suporte Técnico,Ana,nota de saida,IMPLANEWS SURGICAL
146,Cliente solicita a Logo no relatório EPI por Data Entrega,7937,14/10/2020,Fechada,Suporte Técnico,Elaine,Logo no relatório,TRAVESSIA GUARATUBA
147,Fiz uma nota de devolução e ela nao deduziu do relatorio,7126,30/6/2020,Fechada,Suporte Técnico,Ana,Divergencia no Relatorio de Faturamento,MEDICA BRASIL
148,"Ao gerar a nota fiscal está apresentando erro de ""não houve resposta do masternfe""",9559,24/2/2021,Fechada,Suporte Técnico,Ana,Não esta enviando nota fiscal,LANCASTER PARTICIPAÇÕES E EMPREENDIMENTOS TURISTICOS LTDA
149,Cliente está com duvidas na apresentação da nota de serviço no Financeiro - Caixa - Caixa,8617,3/12/2020,Fechada,Suporte Técnico,Elaine,Duvida apresentação valores Financeiro Caixa - Caixa referente a ordem de serviço,KFK RACING MOTO PECAS LTDA.
150,"Ao cadastrar uma nova entidade, na tela do endereço esta apresentando a seguinte mensagem ""Não foi encontrado o Estado ou Código do IBGE Ir em: Cadastro -> estado/icms""",8629,4/12/2020,Fechada,Suporte Técnico,Ana,Cadastro de nova entidade,GDS - GESSO E DECORACOES
151,"Ao entrar ou trocar de empresa o sistema apresenta mensagem de erro: Não foi possível encontrar módulo especifico.
Base: https://drive.google.com/file/d/1hldmG8JJ3wejCly0-PdoWJbuh5Y_Kc4G/view?usp=sharing
Log de erro:https://drive.google.com/file/d/1UbZ0QggxKWfzgAROkUHyTLtztoBfppl5/view?usp=sharing",7938,14/10/2020,Fechada,Suporte Técnico,Elaine,Mensagem de erro ao entrar no sistema,TRAVESSIA GUARATUBA
152,"Ao emitir a nota o sistema está apresentando mensagem: ""Os Códigos NCM"" que constam na tabela do IBPT deverão ter alíquotas de imposto personalizados em ""Cadastros - Produtos - Classificação Fiscais""
!IBPT.png!

Favor criar script para atualizar a tabela para o estado do Paraná ",8926,6/1/2021,Fechada,Suporte Técnico,Elaine,Atualização para tabela IBPT,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
153,"Cliente estava tentando enviar uma nota e apresentava a mensagem de cliente incompatível com a operação de não contribuinte devido a cst incorreta informada no pedido de venda, foi preciso estornar a nota e gerar ela novamente informando a cst 00.

Atendimento finalizado.",7131,1/7/2020,Fechada,Suporte Técnico,Enghel,CST incorreta,REALMAD CR3
154,"Cliente precisava atualizar certificado digital e vincular o certificado no site da prefeitura para emitir as notas de serviço.
Atualizei o certificado e estou aguardando o retorno do cliente para configurar a nfs pois a certificadora não o deixou operacional, tentei fazer o login no site da prefeitura com o certificado e não deu certo",7096,29/6/2020,Fechada,Suporte Técnico,Enghel,certificado digital,BLANMAQ MÁQUINAS E MOTORES
155,"Cliente informou que fez uma nota fiscal com uma cfop para não baixar do estoque, mas a mesma baixou ao gerar a nota",8929,6/1/2021,Fechada,Suporte Técnico,Ana,Duvida nota,GDS - GESSO E DECORACOES
156,Preciso gerar uma senha p exclusão de venda permitida p apenas 1 usuário,8930,6/1/2021,Fechada,Suporte Técnico,Ana,Alteração de cadastro de usuario,DOCES PASSOS
157,"Cliente reportou, que nao estava conseguindo abrir o atalho da pasta processadas da maquina da Ana karina",8931,7/1/2021,Fechada,Suporte Técnico,Ana,Duvida pasta o nfe,MEDICA BRASIL
158,"Everaldo entrou em contato relatando que os pedidos de vendas gerados pelo aplicativo de vendas não estavam sendo sincronizados para o sistema. Foi visto que a versão que esta no site não é a ultima versão que contém as informações de configurações, então foi substituído a versão para a atualizada enviada pelo Carlson e a sincronização ocorreu normalmente.",7939,14/10/2020,Fechada,Suporte Técnico,Cleverson,Falha na sincronização dos pedidos de vendas vindos do aplicativo,PEGAZA COMERCIO DE PLASTICOS E ESPUMAS
159,"Ao gerar a carta de correção apresentou a seguinte mensagem "" a data do evento não pode ser menor que a data de autorização para nf-e não emitida em contingência""",9561,24/2/2021,Fechada,Suporte Técnico,Ana,Mensagem ao gerar CC-e,EMPILHA MASTER (ANSELMO)
160,Auxilio para a alteração do nível de dois usuários ,9540,23/2/2021,Fechada,Suporte Técnico,Ana,Alteração de nível de usuário,BAGNOLIN
161,"Cliente solicitou auxilio com a emissão da nota.
",9564,24/2/2021,Fechada,Suporte Técnico,Elaine,Auxilio com emissão da nota,LOPLAST DISTRIBUIDORA DE EMBALAGENS LTDA
162,Cliente solicitou auxilio com a emissão da nota.,9568,24/2/2021,Fechada,Suporte Técnico,Elaine,Auxilio com emissão da nota,LOPLAST DISTRIBUIDORA DE EMBALAGENS LTDA
163,Liberação de Acesso,9572,25/2/2021,Fechada,Suporte Técnico,Ana,Liberação de Acesso,CROMOS MAT. FOTOGRAFICO LTDA
164,"mudamos a internet e não está funcionando o master nfe, pode verificar por gentileza",9570,25/2/2021,Fechada,Suporte Técnico,Ana,Nao esta acessando o nfe,SANDIPEL COM.DE SUP.MAQ.E ASS.TECNICA LTDA
165,"Estou lançando uma nota de importação e apresentou uma mensagem "" Informe o Grupo e S.grupo""",7940,15/10/2020,Fechada,Suporte Técnico,Ana,Duvida entrada de mercadoria ,TITANIUM
166,"O cliente ficou em dúvida sobre como fazer aparecer os campos específicos de exportação na tela de nota.
Foi informado que bastava informar uma cfop de exportação, e apertar TAB para o sistema carregar.",7079,25/6/2020,Fechada,Suporte Técnico,Rodrigo,Dúvida em nota de exportação,FARMATEX DO BRASIL S/A
167,Solicitada reinicialização do MasternFe,8630,4/12/2020,Fechada,Suporte Técnico,Elaine,Reiniciar NFE,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
168,Renovação Certificado,8631,4/12/2020,Fechada,Suporte Técnico,Ana,Renovação Certificado,MERCEARIA WISNIEVSKI
169,Cliente solicita auxilio na emissão da nota.,8622,3/12/2020,Fechada,Suporte Técnico,Elaine,Auxilio na emissão da nota ,ENGISA INSPEÇÃO E PESQUISA APLICADA A INDUSTRIA LTDA
170,Cliente desejava o envio do XMl de serviço na tela Envio de arquivos XML Nfe,8633,4/12/2020,Fechada,Suporte Técnico,Elaine,Duvidas na tela de envio de XML,KFK RACING MOTO PECAS LTDA.
171,Cliente não estava conseguindo emitir e-mail das notas pelo sistema,8632,4/12/2020,Fechada,Suporte Técnico,Elaine,Envio de Email pelo Sistema,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
172,não estou conseguindo informar o valor correto de desconto em uma nota fiscal,8634,4/12/2020,Fechada,Suporte Técnico,Ana,Erro de emissão de nota,ADECCOR
173,"Preciso de ajuda pois não consigo fazer um lançamento da folha de pagamento no sistema, mas nao estou localizando",8934,7/1/2021,Fechada,Suporte Técnico,Ana,Auxilio ,PERFIL
174,"Cliente estava enviando duas nfe's com a cst 40 e nao tinha o beneficio informado, a contabilidade falou que essa nao ia beneficio",7132,2/7/2020,Fechada,Suporte Técnico,Ana,erro na emissao de nota,OSMAR MOTORES
175,"Quando o produto não tem código de barra, ele importa do XML como SEM GTIN.
Cliente solicita que quando o produto estiver sem código de barra informado na XML para puxar zerado, pois segundo cliente as vezes essa informação é lançada também no código do produto, assim ao efetuar a venda ele informa um produto e o sistema puxa outro devido ao código do produto de ambos ser SEM GTIN.",7941,15/10/2020,Fechada,Suporte Técnico,Elaine,Importação XML de produtos sem código de barra,CASA DA OBRA
176,Reiniciar o NFE,7133,2/7/2020,Fechada,Suporte Técnico,Ana,Reiniciar o NFE,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
177,"<pre>
Olá, boa tarde!
Teria como colocar a função para gerar este relatório em excel, do movimento de caixa apenas este não abre para gerar em outros formatos, conforme telas abaixo:
Este relatório é o que mais usamos... Os demais tem a função de gerar em PDF, Excel...
</pre>

*Relatório - Financeiro - Conta corrente - opção RESUMO DE SALDOS*

Ao clicar para impressão este relatório não apresenta a opção de salvar em excel, verificar a possibilidade para a inclusão da opção quando seleciona a impressão 
",9170,27/1/2021,Fechada,Suporte Técnico,Ana,Relatório Saldo das Contas Correntes,COMPANHIA AMBIENTAL
178,bom dia Ana essa nota deu esse erro poderia me ajudar?,7944,15/10/2020,Fechada,Suporte Técnico,Ana,Erro de emissão de nota,BAGNOLIN
179,Estou faturando a nota e alterei a ncm do item no cadastro do produto mas continua puxando a incorreta,7135,2/7/2020,Fechada,Suporte Técnico,Ana,Nota fiscal ,ORTONORTE ORTESE E PROTESE LTDA
180,"Tem como ver as alterações feitas num pedido de venda ? EX- alteração de cliente, paciente, nome do produto

",7134,2/7/2020,Fechada,Suporte Técnico,Ana,duvida pedido de venda,ARTROFIX LONDRINA
181,Esta apresentando erro para enviar uma nota fiscal,7612,14/9/2020,Fechada,Suporte Técnico,Ana,Erro de emissão de nota,EVOLUTIVA SOLUCOES ADMINISTRATIVAS E TECNOLOGICAS
182,Ao clicar para gerar os boleto esta travando o sistema,7611,14/9/2020,Fechada,Suporte Técnico,Ana,Envio de Boletos,FARMATEX DO BRASIL S/A
183,"Fiz dois lançamentos com as datas erradas e não consigo excluir que passou os 999 dias limitados do sistema.
Por favor, excluir os lançamentos do sistema para mim.",7945,15/10/2020,Fechada,Suporte Técnico,Ana,Lançamento incorreto,COMPANHIA AMBIENTAL
184,Cliente não estava conseguindo destacar ICMS na nota,7946,15/10/2020,Fechada,Suporte Técnico,Elaine,Duvidas de ICMS na NFE,LOPLAST DISTRIBUIDORA DE EMBALAGENS LTDA
185,"Alterado a pasta do nfe da empresa DAYO, que estava conflitando com a da empresa Linhaço",7947,15/10/2020,Fechada,Suporte Técnico,Ana,Alteração de NFE,LINHACO
186,"Cliente reclamou de lentidão para executar o sistema, e realizar os processos",7942,15/10/2020,Fechada,Suporte Técnico,Ana,Lentidão,IMPLANEWS - BETHA IMPLANTES
187,"Cliente entrou em contato solicitando um relatório de entidade pois quando foi gerar o relatório deu mais de 4000 paginas e ao salvar o arquivo o sistema fecha, segundo ele testou um relatório mais curto mas aconteceu a mesma coisa.
Informações solicitadas para o relatório será anexado

Base disponível em:https://drive.google.com/file/d/1PME_qtA_ZB7VcXtBbWIz_RLUD0ysN75c/view?usp=sharing",7609,14/9/2020,Fechada,Suporte Técnico,Enghel,Relatório de entidade,CASA DOS VARAIS
188,Cliente não estava conseguindo executar o sistema da um determinado pc,9582,25/2/2021,Fechada,Suporte Técnico,Elaine,Sistema não está executando do PC,METAL BRASIL
189,"Estou gerando uma nota e esta apresentando uma mensagem, poderia me ajudar?",7948,15/10/2020,Fechada,Suporte Técnico,Ana,Duvida emissão de nota,MATERCONS CAMPO MOURÃO
190,Solicitada reinicialização do MasterNFE,7949,15/10/2020,Fechada,Suporte Técnico,Elaine,Reiniciar NFE,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
191,Solicitada reinicialização do MasterNfe,7950,15/10/2020,Fechada,Suporte Técnico,Elaine,Reiniciar NFE,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
192,Solicitada reinicialização do MasterNfe,7951,15/10/2020,Fechada,Suporte Técnico,Elaine,Reiniciar NFE,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
193,"Cliente estava tentando abri o sistema porém não abria em nenhuma máquina, conectei e verifiquei que o caminho estava incorreto pois teve alteração de endereço de IP, corrigi e então o sistema abriu.

Atendimento finalizado.",7136,2/7/2020,Fechada,Suporte Técnico,Enghel,Sistema não estava abrindo,BJ USINAGEM LTDA - ME
194,Renovação Certificado,7953,15/10/2020,Fechada,Suporte Técnico,Ana,Renovação Certificado,ATACADAO DA SOLA
195,"Cliente entrou em contato informando que um determinado produto não estava saindo com lote e valor na impressão, conectei e na tela de impressão apresentava normalmente porém quando saia da impressora esses dados como lote e valor não constavam. Foi preciso fazer alterações no layout do cliente e instalado o cutepdf pois o programa de pdf que ela utilizava estava com problema, testamos no cutepdf e deu certo.

Atendimento finalizado.",7137,2/7/2020,Fechada,Suporte Técnico,Enghel,Problemas ao imprimir a nota,TITANIUM
196,"estou tentando imprimir e encontrar no sistema algumas notas fiscais, Porém não consigo encontrar uma, e a outra aparece para mim, mas não consigo imprimir",9584,25/2/2021,Fechada,Suporte Técnico,Ana,Duvida,J N COMERCIO DE ANTENAS LTDA.
197,"<pre>
Quando emitimos nota de IMPORTACAO esta dando esse ERRO: ""Falha na gravação dos dados! Os preços de CUSTOS não foram atualizados.
cdsDados: Field 'SEGURO' not found.""
</pre>

Empresa 1 (PHARMATEX)
Movimento - nota fiscal

Ao gerar uma nova nota fiscal de importação, após clicar para gravar para deixar a nota pendente apresenta o erro que não conseguiu atualizar os preços de custo.

Nota que o cliente fez e apresentou o 17866

*Obs: em anexo esta o log da nota de teste que gerei*

Base disponível em: https://drive.google.com/drive/folders/1KKU5t4bYWUV8vJQjfFy8SV18Vc4iqrEH?usp=sharing",7899,13/10/2020,Fechada,Suporte Técnico,Ana,Nota de importaçãoo,FARMATEX DO BRASIL S/A
198,ajustar email no cadastro do usuario,7138,2/7/2020,Fechada,Suporte Técnico,Ana,envio de email,ATACADAO DA SOLA
199,"Cliente não consegue fazer a emissão da NFe
Mensagem de erro do sistema: Total da BC ICMS-ST difere do somatorio dos itens. [vBCST informado: 3034.80, vBCST calculado: 0.0]",7955,15/10/2020,Fechada,Suporte Técnico,Elaine,Duvidas na emissão da NFe,LIMPRIL
200,Nao esta acessando a Dayo apresenta um erro de CEP,7139,2/7/2020,Fechada,Suporte Técnico,Ana,Nao esta acessando a Dayo,LINHACO
201,"<pre>
estou gerando o relatório de comissão, mas ali na comissão não está calculando o valor

</pre>

Relatório - Financeiro - Contas a Receber/Recebidas - Vendedor 
Período: 01/09/2020 a 12/10/2020
Vendedor: FERNANDO FARIAS
Contas: RECEBIDAS
Comissões: TODAS
Data: Vencimento

",7935,14/10/2020,Fechada,Suporte Técnico,Ana,Relatorio de comissão,PROFFIX COMERCIO DE EQUIPAMENTO MÉDICOS E HOSPITALARES LTDA
202,duvidas na importação por xml ,7954,15/10/2020,Fechada,Suporte Técnico,Ana,auxilio  nota de importação,IMPLANEWS SURGICAL
203,"Cliente entrou em contato solicitando configuração de novo e-mail porém ao configurar tivemos alguns problemas pois seu e-mail é hostgator e nunca trabalhamos com esse domínio, então ela abriu um chamado com a empresa para pegar as informações como porta de saída e smpt. Email configurado.

Atendimento finalizado.",7142,2/7/2020,Fechada,Suporte Técnico,Enghel,Configuração de novo e-mail,KAIZER FOTOGRAVAÇÃO LTDA - ME
